Topic,Count,Name,Representation,Representative_Docs
25,109,25_teknologi information_bisnis_gaji_bisnis jalan,"['teknologi information', 'bisnis', 'gaji', 'bisnis jalan', 'coffee', 'maju teknologi', 'maju', 'era', 'usaha teknologi', 'projek']","['iring kembang teknologi pesat pihak kembang bisnis manfaat guna teknologi information butuh teknologi information tingkat teknologi information mudah maksimal bisnis jalan toko instansi usaha teknologi information website information jual mesan semen web surya buana dukung bisnis jala usaha antaralain kelola user kelola jual kelola mesan kelola bayar kelola lapor bangun application analisis ancang kode information web bahasa pemograman php laravel database mysql guna tools atom text editor laragon mysql surya buana jalan bisnis lancar efisien akurat saing kompetitor pasar global', 'information penting usaha information usaha jamin kualitas information hasil ambil putus information iring kembang teknologi information butuh information cepat akurat butuh komputerisasi butuh mutlak usaha bisnis masalah gudang catat barang data manual lambat buat lapor sedia barang periode sulit prediksi barang beli periode information sedia barang rata minimal salah kerap web bahasa pemrograman php database mysql implementasi information sedia barang rata- toko andila tani input user data barang data transaksi information barang terima barang keluar barang lapor transaksi guna user mudah olah sedia barang penuh butuh konsumen barang information cepat akurat', 'information penting usaha information usaha jamin kualitas information hasil ambil putus information iring kembang teknologi information butuh information cepat akurat butuh komputerisasi butuh mutlak usaha bisnis masalah gudang catat barang data manual lambat buat lapor sedia barang periode sulit prediksi barang beli periode information sedia barang rata minimal salah kerap web bahasa pemograman php database mysql implementasi information sedia barang rata jstro yogyakarta input user data barang data transaksi information barang terima barang keluar barang lapor transaksi guna user mudah olah sedia barang penuh butuh konsumen barang information cepat akurat']"
26,102,26_saham_harga saham_investasi_teknikal,"['saham', 'harga saham', 'investasi', 'teknikal', 'gera harga', 'harga', 'investor', 'prediksi harga', 'emas', 'harga emas']","['investasi bursa saham janji untung banding investasi konvensional berinvetasi bursa saham milik resiko rugi faktor pengaruh investasi saham gejolak ekonomi politik negara bencana alam dll hindar resiko butuh tahu analisis gera harga saham analisis guna tentu jual beli saham untung maksimal analisis gera harga saham analisis teknikal analisis prediksi gera harga saham gun historis harga saham populer elder rays alexander elder konsep utama inspirasi sinar x-ray struktur pasar trend pasar tekan beli jual pasar terap rumus historis harga saham hitung gambar chart price chart exponential moving average bullish histogram bearsih histogram analisis tentu sinyal rekomendasi bahas prosedur analisis teknikal elder ray kembang perangkat lunak implementasi tahap laksana literatur teori kait dagang saham analisis teknikal analisis elder rays analisis butuh fungsional perangkat lunak analisis ancang ancang kelas antarmuka perangkat lunak langkah implementasi analisis ancang perangkat lunak erstock kembang perangkat lunak bahasa pemrograman visual lingkung kembang net library grafis zedgraph perangkat lunak uji benar perangkat lunak tampil keluar sesuai elder rays uji akurat deteksi sinyal rekomendasi', 'saham sarana investasi populer masyarakat untung investasi saham selisih harga jual beli saham saham beli untung untung resiko beli saham harga jual harga harga saham fluktuatif sulit prediksi besar resiko investasi saham investasi saham bantu analisis maksimal untung hindar rugi dagang saham analisis harga saham analisis teknikal analisis teknikal perilaku harga saham analisis teknikal prediksi gera harga saham tentu putus dagang saham analisis teknikal populer accumulation distribution marc chaikin alir kumulatif masuk uang sekuritas indikator indikator momentum asosiasi ubah harga volume tentu sinyal jual beli kombinasi moving average moving average moving average jangka pendek jangka bahas prosedur analisis teknikal accumulation distribution kombinasi moving average kembang perangkat lunak implementasi bahasa pemrograman visual lingkung kembang net library grafis zedgraph application terap rumus gambar grafik damping grafik historis saham tampil lapor sinyal dagang accumulation distribution uji akurat deteksi sinyal dagang application tutup simpul accumulation distribution kombinasi moving average efektif jangka pendek serta saran kembang', 'saham investasi populer janji untung untung selisih harga saham beli jual resiko hadap investor beli saham harga jual harga investasi saham bantu analisis maksimal untung hindar rugi dagang saham analisis harga saham analisis teknikal analisis teknikal perilaku harga saham analisis usaha prediksi harga saham prediksi gera harga saham analisis teknikal populer stochastic oscillator george lane konsep utama banding harga tutup saham baru rentang harga periode manfaat pialang saham kondisi jenuh beli jenuh jual saham ambil putus jual beli saham aplikasi metode analisis teknikal terap rumus historis saham terap rumus gambar grafik damping grafik historis saham bahas prosedur analisis teknikal stochastic oscillator kembang perangkat lunak implementasi tahap laksana literatur teori kait dagang saham analisis teknikal analisis stochastic oscillator analisis butuh fungsional perangkat lunak analisis ancang ancang kelas antarmuka perangkat lunak langkah implementasi analisis ancang perangkat lunak stochstock implementasi bahasa pemrograman visual lingkung kembang net kembang kakas open source ide sharp develop library grafis zedgraph perangkat lunak selesai perangkat lunak stochastic oscillator perangkat lunak uji benar perangkat lunak tampil keluar sesuai stochastic oscillator uji akurat deteksi sinyal dagang tutup simpul saran kembang']"
27,97,27_routing_protokol routing_protokol_node,"['routing', 'protokol routing', 'protokol', 'node', 'packet', 'topologi', 'adhoc', 'delivery', 'kerja protokol', 'endtoend delay']","['manet network wireless sifat dinamis node gerak bebas topologi network seringkali ubah prediksi kondisi topologi ubah sebab pengaruh kerja protokol routing manet mobile node manet perangkat gerak tablet laptop smartphone jalan routing terus komunikasi paket mobile node mobile node manet jenis protokol routing proaktif reaktif hybrid analisis kerja protokol zrp hwmp protokol routing hybrid gabung protokol routing reaktif proaktif ruang lingkup wmn wireless mesh network wmn milik perangkat jangkau luas topologi statis ruang lingkup manet pusat perangkat user mobilitas infrastruktur mampu ad-hoc topologi network gerak dinamis implementasi ruang lingkup luas pengaruh kerja protokol zrp hwmp routing protokol simulasi protokol routing amat ubah parameter throughput packet delivery ratio pdr normalized routing load end-to-end delay convergence time skenario jalan node statis dinamis protokol routing dominasi parameter uji simulasi network simulator ns- simulasi simpul protokol routing zrp dominasi parameter uji ruang lingkup topologi dinamis topologi statis dominasi hwmp', 'mobile hoc network manet network node otonom portabel lengkap antarmuka nirkabel komunikasi koneksi nirkabel administrasi pusat network konfigurasi self-configure pelihara topologi network dinamis dukung infrastruktur jangkau transmisi mobile node batas node milik gantung node tetangga terus paket analisis kualitatif kerja protokol hierarchical state routing hsr destination-sequenced distance-vector dsdv tafsir throughput average jitter average end end delay packet delivery ratio route overhead route convergence time network simulator skenario padat node variasi node node node kelipat node baik parameter throughput average jitter average end end delay packet delivery ratio route overhead kbps protokol routing dsdv protokol routing dsdv milik kerja hsr aspek padat node konvergensi protokol dsdv rata konvergensi detik', 'mobile adhoc network network wireless node-node sifat mobile infrastruktur dalam network adhoc node-node router yangg tanggung cari tangan jalur node dalam network atur routing topologi network manet router device router tentu jalur lewat protokol routing proaktif manet olsr optimized link state routing dsdv destination sequenced distance vector guna olsr dsdv protokol routing proaktif adaptasi cepat kondisi link dinamis analisis pengaruh kerja protokol proaktif gera node topologi manet network simulator gera random waypoint random direction ukur kerja network parameter average end-to-end delay packet delivery ratio pdr routing overhead protokol proaktif olsr dsdv skenario variasi node node luas area simulasi 500m2 mode mobilitas random waypoint random direction kerja average end end delay protokol dsdv banding protokol olsr tunjuk average end end delay protokol dsdv 00107591ms ukur packet delivery ratio pdr routing overhead olsr dsdv olsr milik mekanisme mpr multi point relay mpr kurang pesan information broadcast milik information kurang routing overhead']"
28,96,28_serang_siber_injection_ancam,"['serang', 'siber', 'injection', 'ancam', 'security', 'firewall', 'penetration', 'celah', 'scripting', 'rentan']","['internet butuh primer masyarakat mudah akses information komunikasi aman web server krusial kandung information sensitif database serang cyber phishing malware ddos kembang badan siber sandi negara bssn catat juta serang siber indonesia serang lembaga akademik perintah simulasi intrusion detection ids serang distributed denial service ddos web server security information event management siem ids suricata siem elastic stack hasil deteksi serang syn flood sql injection port scanning tingkat akurasi log aktivitas serang visualisasi dashboard web mudah pantau analisis admin uji coba tingkat efisiensi monitoring aman network cepat respons ancam siber solusi praktis tingkat aman service web server', 'sekuriti siber indonesia usaha konsultan aman siber sedia service profesional bidang penetration soc monitoring patuh standar aman information rangka dukung edukasi praktis bidang aman application web usaha inisiasi ajar fokus aman application web g-entry masalah kembang application web kurang terap kontrol aman sebab rentan serang siber contoh temu application web g-entry media catat pesan user lengkap validasi input pada identifikasi analis potensi celah aman application serang sql injection cross-site scripting xss solusi aman penetration greybox bantu tools burp suite sqlmap fokus form input terima user login registrasi isi buku tamu application rentan serang xss sql injection bukti hasil sisip skrip bahaya bypass auth payload sql temu dasar susun rekomendasi teknis langkah mitigasi risiko bukti terap validasi input guna prepared statement filter karakter upaya bangun application aman tahap kembang', 'sekuriti siber indonesia usaha konsultan aman siber sedia service profesional bidang penetration soc monitoring patuh standar aman information rangka dukung edukasi praktis bidang aman application web usaha inisiasi ajar fokus aman application to-do list saji rentan application to-do list jenis serang cross-site scripting xss sql injection praktik alat bantu burp suite evaluasi eksplorasi input tervalidasi meta titik rawan eksploitasi temu celah aman kritis sisip skrip bahaya temu dasar mitigasi risiko tingkat sadar kembang application aman implementasi kontrol aman tahap kembang application milik integritas andal hadap ancam siber']"
29,94,29_miskin_terima bantu_keluarga_anggur,"['miskin', 'terima bantu', 'keluarga', 'anggur', 'bantu sosial', 'sejahtera', 'calon terima', 'desa', 'lurah', 'duduk']","['indonesia negara kembang krisis ekonomi badan pusat statistik bps rumah tangga miskin rtm tingkat dampak krisis ekonomi akibat turun tingkat sejahtera masyarakat tanggulang dampak krisis ekonomi bidang pangan perintah bantu raskin raskin perintah masyarakat penuh butuh pangan hari seleksi terima bantu raskin seleksi jalan seleksi kriteria bantu raskin perintah sasar masalah muncul gagas application seleksi terima bantu beras miskin simple additive weighting weighted product kriteria aspek pangan aspek tinggal aspek sandang aspek sehat aspek anak aspek hasil keluarga bulan aspek aset milik pribadi tentu bobot penting atribut random search hitung simple additive weighting weighted product hitung rangking alternatif weighted product tingkat akurasi hasil', 'badan rencana bangun daerah bappeda kabupaten bantul duduk miskin kabupaten bantul ribu jiwa upaya duduk miskin wenang dinas sosial kabupaten bantul perintah cari jalan progam bangun rumah layak huni rtlh kurang miskin bansos rtlh tingkat kualitas hidup masyarakat sedia layan rumah layak huni duduk miskin hidup sejahtera duduk batas bantu harus bappeda pilih terima bantu sasar guna dukung putus solusi dukung putus nilai layak duduk bantu kriteria kondisi atap kondisi dinding kondisi lantai sumber air bahan bakar masak fasilitas kendara hewan ternak elektronik application dukung putus analytical hierarchy process ahp bobot kriteria simple additive weighting saw rangking alternatif masuk application bahasa pemrogaman php jalan website application dukung putus bappeda bantul tentu terima bantu rtlh objektif sesuai menfasilitasi penting ambil putus tentu prioritas kriteria', 'miskin indonesia golong kompleks pecah praktis miskin minimal upaya tekad kuat perintah keluar bijak masyarakat miskin berantas miskin tingkat sejahtera masyarakat miskin perintah menteri sosial keluar jenis bantu social kurang tingkat miskin masyarakat kabupaten bima nusa tenggara barat bantu social tahun terima tingkat lurah keluarga miskin lurah seleksi kelola terima bansos manual kelola pegawai lurah keluarga lurah seleksi memilah-milah berkas kumpul keluarga bias capai ratus berkas keluarga lurah seleksi manual sita biaya tenaga hasil valid subjektivitas ambil putus butuh dukung putus member timbang kepala lurah tentu keluarga layak hak terima bantu social biaya tenaga minimal dukung putus saw simple additive weighting saw saw butuh normalisasi mattrik putus skala banding rating alternative karenaitumetodesimple additive weighting saw efisien pilih baik hitung mudah paham cepat banding information web saw cemat ambalawi daftar calon terima bantu sosial ambil putus optimal objektif putus ambil cepat']"
30,93,30_kas_uang_spp_bayar,"['kas', 'uang', 'spp', 'bayar', 'kelola uang', 'information akuntansi', 'akuntansi', 'piutang', 'lapor uang', 'payment']","['kas aktiva lancer usaha kas mutasi pindah transaksi pasu kas keluar kas usaha pengaruh posisi kas peran buat lapor uang usaha butuh information akuntansi kumpul simpan kas transaksi pasu keluar kas catat efisien efektif akuntabel catat kas rifka laundry manual catat salah efektif efisien akibat salah buat lapor masalah information akuntansi kas web mudah kelola kas transaksi pasu kas keluar kas optimal meminimalisir salah catat tingkat kerja kerja', 'kas alat bayar alat lunas wajib alokasi uang catat buku teliti akurat buku lapor uang dipertanggungjawabkan pkk gadingharjo buku uang sekolah manual salah keliru catat kas kelola kas pkk gadingharjo bangun information kelola kas meminimalisir salah catat masuk akun siswa transaksi terima keluar kas bahasa pemrograman php database mysql information akuntansi kas pkk gadingharjo mudah kelola uang information lapor kas cepat akurat meminimalisir resiko hilang transaksi', 'pkk margoasih instansi didik usia yogyakarta giat administrasi uang manual terima uang tunai catat pasu buku uang catat uang manual kendala salah catat hitung nominal uang butuh mampu personal tugas administrasi uang akibat lambat lapor uang lembaga kembang teknologi baru lapor uang lembaga information uang payment gateway midtrans mudah giat kelola uang akurat cepat pkk margoasih web responsive kelola giat uang uang catat uang registrasi siswa bayar spp siswa catat bantu uang uang operasional bayar registrasi siswa tunai non tunai maju teknologi mudah bayar registrasi siswa online bahasa asing nama payments gateway gulat srivastava information uang bahasa pemograman php codeigniter javascript jquery bootstrap database mysql sifat web responsive fitur information uang tua siswa bayar uang registrasi siswa bank kait cari siswa catat uang register uang spp uang uang uang registrasi siswa uang spp pasu uang instansi kait bantu perintah non perintah uang keluar rutin rutin information uang terap teknologi web responsive integrasi midtrans bayar registrasi siswa online mudah tugas catat lapor uang online cepat akurat']"
31,92,31_fuzzy_fuzzy time_time series_series,"['fuzzy', 'fuzzy time', 'time series', 'series', 'algoritma fuzzy', 'fungsi anggota', 'logika fuzzy', 'anfis', 'logika', 'interval']","['abstrak zuhdi abid falih prediksi jual mobil suzuki komparasi performa fuzzy time series anfis elektro fakutas negeri malang bimbing aripriharta agusta rakhmat taufani kunci prediksi anfis fuzzy time series afer mse peran transportasi hidup masyarakat indonesia jadi industri sektor langsung bangun nasional global jenis industri transportasi populer indonesia pabrik mobil produksi mobil rencana matang minimal keluar maksimal untung bertujuaniuntuk performa algoritma prediksi yangilebih prediksi jual mobil suzuki pilih mobil suzuki grafik jual mobil suzuki milik fluktuasi signifikan tunjang prediksi akurat penelitianiyang padaipenelitian jual mobil suzuki website sedia triatmono info tahap garis pilih dataset produk prediksi preprocessing kelompok sesuai masuk algoritma bentuk model fts anfis prediksi evaluasi evaluasi angkat average forecasting error rate afer danimean squared error mse tentu algoritma menujukkan algoritma anfis unggul milik afer banding fuzzy time series milik error mse anfis fuzzy time series tuju prediksi penjulan mobil suzuki', 'amal giat mengistemasi amal fuzzy time series tangkap pola proyeksi proses butuh ajar rumit algoritma genetika network syaraf tiru mudah hitung amal fuzzy time series interval hitung interval pengaruh bentuk fuzzy logic relationship dampak beda hitung amal interval efektif rata average-based fuzzy time series implementasi fuzzy time series ramal tampung susu hari asal kud sumber makmur ngantang amal fuzzy time series interval rata afer kecil mse kecil', 'ringkas saputri kirana fimelya implementasi algoritma fuzzy time series prediksi kunjung pasien puskesmas elektro negeri malang bimbing harits rosyid muhammad iqbal akbar kunci prediksi algoritma fuzzy time series pasien puskesmas prediksi kunjung pasien puskesmas manajemen puskesmas rencana ambil putus masalah puskesmas banyak pasien banding tenaga medis ruang awat obat fasilitas butuh kunjung pasien prediksi akurat puskesmas ambil putus rencana masa teknologi atas masalah manfaat teknologi nali pola trend ubah kunjung pasien puskesmas hari pasien puskesmas algoritma fuzzy time series prediksi kunjung pasien puskesmas amal algoritma fuzzy time series tangkap pola proyeksi lebih algoritma fuzzy time series prediksi ukur prediksi akurat efisien prediksi time series tahap objek preprocessing prediksi implementasi algoritma fuzzy time series prediksi pasien tahap evaluasi mean absolute percentage error mape rata']"
32,92,32_hotspot_bandwidth_ftp_jitter,"['hotspot', 'bandwidth', 'ftp', 'jitter', 'mikrotik', 'download', 'file', 'streaming', 'qos', 'packet loss']","['cepat internet milik cepat upload download faktor akses information pengaruh cepat kapasitas bandwidth tingkat kefektifan bandwidth manfaat atur manajamen bandwidth buah network user bandwidth atur sebab user cepat akses internet adil user internet puas layan manajemen bandwidth tingkat qos network internet buat application manajemen bandwidth web simple queue application manajemen bandwidth parameter address client batas cepat upload download client banyak client koneksi dalam network application web manajemen bandwidth web manajemen bandwidth client koneksi network sesuai standar tingkat quality service network qos manajemen bandwidth parameter kefektifan guna bandwidth rata persentase banding manajemen client packet loss milik kategori persentase manajemen bandwidth persentase delay milik 150ms kategori bagus skenario jitter milik 75ms kategori bagus skenario', 'butuh koneksi network stabil andal aspek krusial operasional modern service digital peran dukung lancar transaksi tukar hubung network pisah internet solusi jamin performa aman teknologi virtual private network vpn solusi masalah bentuk terowongan komunikasi privat network publik mikrotik perangkat router sedia agam protokol vpn point-to-point tunneling protocol pptp secure socket tunneling protocol sstp analis banding stabilitas koneksi virtual private network vpn protokol point-to-point tunneling protocol pptp secure socket tunneling protocol sstp mikrotik evaluasi kerja simulasi network ukur parameter quality service qos standar tiphon throughput packet loss delay jitter pptp unggul throughput capai mbps banding sstp mbps milik delay jitter protokol catat packet loss simpul pptp optimal butuh network utama cepat stabilitas beban encryption ringan banding sstp', 'manajemen bandwidth butuh kembang application internet guna limpah guna application internet masal akibat performa network internet trafik butuh lebih bandwidth application internet milik butuh trafik beda voice internet protocol voip service real-time milik delay-sensitive file transfer protocol ftp service bandwidth guna manajemen bandwidth cegah turun kualitas internet alokasi bandwidth application internet alokasi manajemen bandwidth pinjam bandwidth alokasi sesuai prioritas manajemen bandwidth optimal guna bandwidth class-based queue cbq hierarchical token bucket htb mekanisme manajemen bandwidth kelas prioritas manajemen bandwidth jalan operasi linux gratis implementasi cbq htb jenis trafik beda voip ftp terap cbq htb ukur kualitas network quality service qos htb trafik voip ftp sesuai parameter qos voip htb prioritas delay jitter throughput 16mbit ftp delay jitter 15ms throughput mbit']"
33,90,33_ajar bahasa_bahasa inggris_inggris_jepang,"['ajar bahasa', 'bahasa inggris', 'inggris', 'jepang', 'aksara', 'bahasa daerah', 'korea', 'mandarin', 'inggris bahasa', 'bal']","['bahasa inggris bahasa internasional komunikasi masyarakat negara mampu bahasa inggris butuh masyarakat indonesia komunikasi tingkat dunia sulit ajar bahasa inggris alami ajar alas ajar sulit ajar bahasa inggris sebab malas ajar kosa bahasa inggris takut bahasa inggris bosan ajar ajar terampil asai ajar bahasa inggris witing reading listening speaking kuasa vocabulary kunci kuasa materi ajar ajar bahasa inggris gamifikasi solusi tingkat motivasi ajar bahasa inggris guna konsep gamifikasi gabung konten application game oleh poin capai peringkat siswa kemas materi ajar bahasa inggris ajar website akses batas ajar ajar bahasa inggris mandiri fleksibel ajar bahasa inggris model kembang perangkat lunak waterfall alur awal rekayasa butuh lanjut ancang implementasi ajar unit white box validasi black box tahap fungsional jalan sesuai ancang tingkat validitas', 'pasuk era globalisasi bahasa inggris anggap asing ajar indonesia bahasa inggris kenal siswa sekolah tengah smp kenal siswa sekolah dasar siswa duduk bangku taman kanak-kanak play group kenal bahasa asing konteks ajar ajar main kurikulum kurikulum tingkat satu didik ktsp kurikulum ajar bahasa inggris sekolah dasar status bahasa daerah muat lokal mulok muat lokal giat kurikuler kembang kompetensi sesuai ciri khas daerah unggul daerah substansi muat lokal satu didik masalah jumpa siswa sulit baca lafal kosakata bahasa inggris sesuai eja bahasa inggris media ajar bahasa inggris sarana alternatif siswa latih terampil baca lafal kosakata vocabulary bahasa inggris media ajar bahasa pemrograman html php javascript css literatur observasi wawancara buat perangkat lunak model waterfall adapaun analisis analisis struktur model erd entity relationship diagram model fungsional dfd flow diagram laku alpha betha media ajar bahasa inggris media ajar bahasa inggris tampil tarik siswa latih lafal kosakata vocabulary', 'aksara jawa huruf jawa tulis naskah bahasa jawa madura sunda bal sasak aksara jawa jaya sama jaya raja nusantara aksara jawa muncul abad ke- aksara jawa aksara utama masyarakat sunda jawa madura bal bidang sulaiman era jajah belanda aksara jawa larang penggunaanya abad ke- belanda kenal huruf latin indonesia iring jalan aksara jawapun ganti huruf latin upaya perintah lestari waris budaya contoh guna tanda tulis aksara jawa kraton yogyakarta solo bangun situs hubung kraton nama jalan daerah jawa tulis aksara jawa terampil baca tulis aksara jawa ajar sekolah sekolah dasar sekolah tengah daerah jawa jawa timur aksara jawa aksara jawa beda huruf latin aksara jawa milik bentuk agam paham hafal mudah erti tiap aksara teknologi terjemah aksara jawa huruf latin solusi optical character recognition ocr bidang kenal pola konversi karakter karakter ascii baca singh dkk wang konversi karakter tahap ciri fitur pola tahap tahap ekstraksi fitur dedgaonkar dkk ekstraksi fitur citra karakter satu zoning zoning milik jenis zoning sederhana image centroid zone icz zone centroid zone zcz kenal elima hussain zoning kenal pola karakter amazigh tingkat kenal ekstraksi fitur kombinasi network saraf tiru backpropagation random forest kenal pola karakter latin ekstraksi fitur zoning milik akurasi tinggi kombinasi klasifikasi random forest tahap ekstraksi fitur tahap klasifikasi ciri kait kenal pola aksara jawa analisis kait teliti akurasi tinggi klasifikasi network saraf tiru backpropagation jabar teliti putus ekstraksi fitur zoning klasifikasi network saraf tiru backpropagation nali aksara jawa']"
34,87,34_sapi_susu_ternak_kambing,"['sapi', 'susu', 'ternak', 'kambing', 'pakan', 'daging', 'daging sapi', 'kelinci', 'bahan pakan', 'hewan ternak']","['usaha terna sektor sumbang besar sedia butuh pangan butuh protein hewani sumber protein hewani mati masyarakat ayam daging daging milik manfaat penuh gizi protein hewani pelihara ternak ayam daging usaha tingkat produksi daging ayam sedia pakan penuh butuh nutrisi ternak komposisi biaya beli ransum ternak biaya tinggi usaha terna capai biaya produksi pakan penuh butuh nutrisi biaya minimal tawar solusi algoritma genetika algoritma komposisi pakan ternak ayam daging bahan pakan ayam daging serta kandung nutrisi algoritma genetika representasi kode bilang integer kromosom sesuai bahan pakan user crossover one-cut point mutasi exchange mutation seleksi roulette wheel parameter optimal ukur populasi individu generasi kombinasi probabilitas crossover probabilitas mutasi rata fitness komposisi pakan ternak ayam daging hari penuh butuh nutrisi minimal biaya pakan', 'susu sumber protein hewani kandung zat butuh tubuh ternak hasil susu utama indonesia sapi perah produksi susu cukup butuh masyarakat alternatif kambing ana etawa tinggi kualitas kandung gizi susu pengaruh faktor satu faktor pakan terna kambing upt bibit ternak hijau makan ternak singosari-malang hadap masalah rendah mampu komposisi pakan kambing kurang pengaruh kualitas susu hasil tahu rekayasa kandung gizi susu tentu komposisi pakan susu premium kandung gizi optimal artificial neural network ann particle swarm optimization pso model pakan kambing mengoptimasi kandung gizi susu kambing analisa berat badan kambing jenis pakan rumput odot rumput raja naik protein turun lemak', 'daging milik manfaat penuh gizi protein hewani produktivitas ternak sapi potong sumber makan daging prihatin volume produksi daging usaha baik produksi daging sapi potong sedia pakan penuh butuh nutrisi ternak biaya beli ransum ternak biaya tinggi usaha terna biaya minimal tawar solusi algoritma genetika algoritma komposisi pakan sapi potong bahan pakan sapi serta kandung nutrisi algoritma genetika representasi real-code kromosom sesuai bahan pakan sedia crossover extended intermediate crossover mutasi random mutaion seleksi elitism parameter optimal ukur populasi individu rata fitness generasi rata fitness 441953dan kombinasi rata fitness komposisi pakan sapi hari penuh butuh nutrisi minimum biaya pakan']"
35,84,35_kmeans_clustering_graf_cluster,"['kmeans', 'clustering', 'graf', 'cluster', 'silhouette', 'silhouette coefficient', 'coefficient', 'algoritma kmeans', 'klaster', 'centroid']","['klasterisasi analisis statistik luas bidang algoritma klasterisasi kmeans populer klasterisasi algoritma kmeans lebih sederhana implementasi klasterisasi kmeans gantung pilih titik pusat klaster kmeans baik pilih titik pusat klaster improved kmeans titik pusat klaster banding kmeans konvensional acak silhouette coefficient akurasi ukur kualitas klaster hasil improved kmeans dataset user knowledge modeling silhouette coefficient akurasi dataset iris silhouette coefficient akurasi akurasi silhouette coefficient dataset user knowledge modeling cenderung sebar dataset milik sebar mirip klaster mirip klaster', 'information konsep mining kenal tools manajemen information acu konsep mining konsep klastering klastering kmeans kmeans algoritma pengklasteran pisah kumpul objek cluster kelompok beda terap kmeans pempunyai inisial klaster pusat klaster random konsisten klaster pusat algoritma algoritma improved semi-supervised kmeans clustering algoritma improved semi-supervised kmeans clustering algoritma gabung supervised unsupervised klastering masalah user label objek set mengklaster objek sebelumya label objek set label tentu klaster pusat klaster klaster pusat klaster rasional klaster konsisten implementasi banding algoritma kmeans tradisional improved semi-supervised kmeans clustering indeks bangun manusia ipm ipm milik karakteristik klastering bagi klaster training variasi training uji ambil acak algoritma semi-supervised kmeans clustering rata tingkat akurasi algoritma kmeans tradisional rata komputasi cari konvergen algoritma semi-supervised kmeans clustering detik banding algoritma kmeans tradisional rata konvergen detik efektifitas iterasi konvergen algoritma improved semi-supervised kmeans iterasi efisien algoritma kmeans rata iterasi iterasi banding iterasi kualitas klaster algoritma silhouette coefficient algoritma improved semi-supervised kmeans clustering rata algoritma kmeans tradisional silhouette coefficient rata-raata', 'information sekitar tingkat tools manajemen butuh olah information mining temu pola sembunyi kenal mining clustering clustering kelompok objek cluster kelompok cluster isi mirip beda objek cluster algoritma kmeans algoritma clustering popular ukur kualitas clustering silhouette coefficient akurasi clustering pegujian eksekusi dataset fungsi objektif fungsi objektif gun dataset dataset user knowldge modeling dataset iris tahap kmeans clustering hitung jarak euclidean manhattan hitung jarak clustering dataset user knowledge modeling silhouette coefficient improve kmeans banding kmeans konvensional akurasi improve kmeans banding kmeans konvensional dataset iris silhouette coefficient improve kmeans banding kmeans konvensional akurasi improve kmeans banding kmeans viii konvensional eksekusi hasil gantung banyak fungsi objektif eksekusi cepat fungsi objektif eksekusi']"
36,81,36_robot_lengan_roda_pid,"['robot', 'lengan', 'roda', 'pid', 'gera', 'bola', 'navigasi', 'terbang', 'sudut', 'servo']","['iring manfaat robot roda tingkat pengunanya hadap kait kendali navigasi kendali navigasi robot kendali meggunakan remot kontrol joystick media kabel kendali navigasi robot roda perintah manusia satu gestur tangan perangkat gestur tangan manfaat sensor inertial measurement unit imu ukur cepat orientasi gaya gravitasi kombinasi accelerometer gyroscope sensor imu deteksi bentuk gera hasil ukur seringkali akurat algoritma nyaring kalman filter ideal optimal estimasi ketidakakuratan sinyal hasil sensor variabel angle bias try error efektif meminimalisir akibat timbul noise complementary filter konstanta akurat kirim module komunikasi perangkat robot roda kendali navigasi gestur tangan navigasi robot roda gerak sesuai gestur tangan manusia kendali cepat robot roda atur sudut pitch roll gestur tangan derajat delay response time kendali tingkat tanggap delay nyala detik response time butuh perangkat kendali kendali robot roda detik', 'maju dunia teknologi dewasa cepat bidang robotika cipta robot dasar giat manusia kerja ringan kerja berat bahaya robot manipulator robot lengan usaha untung hemat tenaga kurang salah manusia robot manipulator mekanik fungsi pindah angkat manipulasi benda lengan robot actuator dof degree freedom guna alat gerak lengan robot gera robot sensor flex sensor identifikasi resistensi gera lengan manusia gera lengan robot butuh output lengan milik akurasi kalman filter turun ketidakpastian baca sensor sebab noise ganggu robot lengan arduino uno motor servo ouput lengan robot guna arduino uno milik fasilitas jack sensor motor servo atur dai derajat gera lengan robot gera sesuai inputan lengan manusia robot gerak kombinasi gera kalman filter tingkat hasil capai', 'mobile robot kontruksi robot actuator roda gerak badan robot pindah posisi posisi lai navigasi sensor kamera robot roda kerja manusia fitur navigasi selesai masalah robot roda face recognition object tracking simultaneous localization mapping iring guna luas fitur navigasi tingkat fitur character recognition navigasi robot roda optical character recognition tingkat akurasi deteksi ukur cepat jalan robot kenal teks ukur nali teks navigasi kamera nali perintah teks objek deteksi kamera input raspberry optical character recognition output parameter gera robot roda gera jalan maju belok kanan belok kiri jalan mundur henti akurasi deteksi page segmentation modes rata akurasi cepat robot roda presentase high duty cycle rata jarak deteksi 3cm nali teks rata detik jarak uji meter detik jarak uji meter tepat gera presentase empat objek right left stop back objek run hasil gera jarak uji -250cm']"
